"DEMA30","DEMA9","DEMA5","EMA8","EMA3"
"5029.68","5253.44","5328.58","5094.63","5260.25"
"4977.66","5181.62","5280.43","5034.36","5214.95"
"4921.18","5082.29","5188.62","4959.81","5134.59"
