"DEMA30","DEMA9","DEMA5","EMA8","EMA3"
"2202.79","2248.75","2241.31","2228.77","2237.01"
"2198.12","2249.55","2244.04","2226.78","2238.27"
"2191.55","2244.83","2237.90","2221.30","2230.59"
