"DEMA30","DEMA9","DEMA5","EMA8","EMA3"
"2041.47","2076.84","2081.85","2057.95","2074.73"
"2035.74","2067.99","2073.07","2050.61","2065.81"
"2031.86","2063.95","2073.57","2046.20","2065.56"
