"DEMA30","DEMA9","DEMA5","EMA8","EMA3"
"1980.20","1999.36","2003.05","1995.80","1999.49"
"1981.41","2001.30","2010.80","1996.50","2005.62"
"1981.59","1999.26","2014.71","1994.78","2008.75"
