Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,192.000000,195.000000,190.550003,191.850006,191.850006,13367
2023-06-06,192.449997,194.399994,188.199997,189.949997,189.949997,4739
2023-06-07,193.750000,219.000000,188.600006,204.699997,204.699997,143248
2023-06-08,209.000000,209.000000,198.649994,199.300003,199.300003,20933
2023-06-09,200.100006,203.949997,193.500000,196.250000,196.250000,7009
2023-06-12,201.149994,202.949997,192.000000,195.649994,195.649994,6584
2023-06-13,194.399994,201.800003,194.000000,195.649994,195.649994,7897
2023-06-14,195.500000,202.449997,193.600006,197.550003,197.550003,16553
2023-06-15,201.000000,205.550003,198.100006,199.399994,199.399994,31749
2023-06-16,197.350006,205.899994,197.000000,201.250000,201.250000,16096
2023-06-19,201.250000,203.300003,194.550003,197.149994,197.149994,7809
2023-06-20,197.149994,200.800003,194.399994,196.300003,196.300003,8103
2023-06-21,199.000000,199.000000,193.000000,193.899994,193.899994,12544
2023-06-22,196.800003,198.899994,193.550003,194.600006,194.600006,19264
2023-06-23,195.899994,196.000000,192.500000,194.699997,194.699997,7221
2023-06-26,196.000000,196.000000,193.600006,194.699997,194.699997,5715
2023-06-27,192.000000,196.000000,185.050003,187.949997,187.949997,7438
2023-06-28,null,null,null,null,null,null
2023-06-30,190.000000,190.000000,181.500000,184.899994,184.899994,5036
2023-07-03,181.350006,182.949997,178.800003,179.199997,179.199997,5917
2023-07-04,181.000000,181.000000,173.000000,174.600006,174.600006,11137
2023-07-05,175.949997,179.399994,175.000000,178.949997,178.949997,1743
2023-07-06,173.000000,179.000000,173.000000,176.000000,176.000000,5476
