Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,84.500000,85.800003,84.250000,84.550003,84.550003,1446326
2023-06-06,84.750000,85.000000,83.300003,83.949997,83.949997,1040037
2023-06-07,84.199997,89.900002,84.199997,89.250000,89.250000,5766299
2023-06-08,89.500000,91.800003,88.000000,88.449997,88.449997,3292967
2023-06-09,88.599998,89.900002,86.199997,89.599998,89.599998,2451196
2023-06-12,90.099998,92.500000,89.400002,90.099998,90.099998,2229441
2023-06-13,90.599998,93.199997,90.349998,91.550003,91.550003,3469373
2023-06-14,92.099998,93.000000,90.099998,92.349998,92.349998,1939572
2023-06-15,92.500000,98.849998,92.250000,96.150002,96.150002,8352174
2023-06-16,97.000000,99.900002,96.800003,99.099998,99.099998,5104710
2023-06-19,99.550003,101.349998,97.000000,97.599998,97.599998,2189407
2023-06-20,97.050003,107.199997,96.400002,106.500000,106.500000,8509226
2023-06-21,106.750000,107.949997,103.199997,104.300003,104.300003,3821669
2023-06-22,104.500000,107.949997,103.000000,105.800003,105.800003,6205073
2023-06-23,105.750000,105.800003,99.500000,100.300003,100.300003,2950347
2023-06-26,101.000000,105.449997,99.699997,104.900002,104.900002,2621696
2023-06-27,105.599998,106.750000,103.699997,105.250000,105.250000,2179647
2023-06-28,105.250000,105.250000,105.250000,105.250000,105.250000,0
2023-06-30,108.300003,110.800003,106.500000,108.500000,108.500000,4025665
2023-07-03,108.849998,110.900002,105.949997,109.449997,109.449997,3344490
2023-07-04,110.500000,111.449997,108.000000,110.199997,110.199997,3631258
2023-07-05,110.599998,123.849998,109.000000,122.750000,122.750000,17491704
2023-07-06,124.000000,127.900002,118.599998,119.599998,119.599998,15310200
