Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,60.900002,64.199997,60.299999,62.900002,62.900002,446776
2023-06-06,62.049999,64.900002,62.049999,63.799999,63.799999,216743
2023-06-07,64.699997,64.699997,62.200001,63.099998,63.099998,127131
2023-06-08,63.700001,63.700001,61.650002,62.000000,62.000000,82605
2023-06-09,62.700001,62.700001,60.849998,60.950001,60.950001,62215
2023-06-12,61.700001,63.950001,61.000000,61.450001,61.450001,182733
2023-06-13,61.950001,62.500000,60.849998,61.250000,61.250000,85158
2023-06-14,61.599998,65.949997,61.599998,62.650002,62.650002,282694
2023-06-15,63.250000,63.500000,61.799999,62.099998,62.099998,89863
2023-06-16,62.500000,63.000000,61.500000,61.599998,61.599998,85962
2023-06-19,62.000000,62.450001,60.900002,61.549999,61.549999,48371
2023-06-20,62.000000,62.299999,60.500000,60.799999,60.799999,71227
2023-06-21,60.799999,62.799999,60.650002,60.900002,60.900002,144646
2023-06-22,60.900002,61.599998,58.950001,59.349998,59.349998,86311
2023-06-23,59.750000,59.849998,58.500000,59.150002,59.150002,64764
2023-06-26,59.900002,59.900002,58.599998,58.900002,58.900002,27791
2023-06-27,59.450001,61.450001,59.150002,60.150002,60.150002,146820
2023-06-28,60.150002,60.150002,60.150002,60.150002,60.150002,0
2023-06-30,60.000000,60.500000,59.150002,59.500000,59.500000,65572
2023-07-03,61.000000,61.000000,58.799999,59.000000,59.000000,78653
2023-07-04,59.700001,61.799999,58.950001,60.450001,60.450001,186891
2023-07-05,61.000000,61.950001,60.400002,60.750000,60.750000,110876
2023-07-06,60.799999,61.299999,60.599998,60.900002,60.900002,65882
