Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,2830.000000,2878.949951,2801.000000,2868.949951,2868.949951,1175
2023-06-06,2890.000000,2890.000000,2802.850098,2808.800049,2808.800049,514
2023-06-07,2845.000000,2845.000000,2750.000000,2775.300049,2775.300049,2176
2023-06-08,2775.300049,2804.949951,2700.000000,2735.050049,2735.050049,2222
2023-06-09,2772.000000,2900.000000,2771.149902,2846.300049,2846.300049,3835
2023-06-12,2884.750000,2884.750000,2828.199951,2831.199951,2831.199951,651
2023-06-13,2872.000000,2872.000000,2832.100098,2844.100098,2844.100098,260
2023-06-14,2850.000000,2930.050049,2821.100098,2862.899902,2862.899902,1783
2023-06-15,2869.699951,2869.699951,2760.000000,2788.800049,2788.800049,1317
2023-06-16,2791.399902,2827.500000,2770.000000,2785.550049,2785.550049,1166
2023-06-19,2874.000000,2874.000000,2760.000000,2776.000000,2776.000000,792
2023-06-20,2790.000000,2813.399902,2762.050049,2800.449951,2800.449951,656
2023-06-21,2802.300049,2819.000000,2750.500000,2781.850098,2781.850098,1134
2023-06-22,2799.000000,2849.000000,2789.449951,2797.500000,2797.500000,2546
2023-06-23,2781.000000,2834.949951,2760.899902,2775.949951,2775.949951,856
2023-06-26,2777.199951,2777.199951,2714.949951,2724.000000,2724.000000,1088
2023-06-27,2736.399902,2758.800049,2700.000000,2701.250000,2701.250000,2778
2023-06-28,null,null,null,null,null,null
2023-06-30,2717.649902,2763.600098,2715.850098,2759.000000,2759.000000,1249
2023-07-03,2793.000000,2796.250000,2720.000000,2732.250000,2732.250000,771
2023-07-04,2769.000000,2769.000000,2710.000000,2733.649902,2733.649902,741
2023-07-05,2769.600098,2769.600098,2706.449951,2728.149902,2728.149902,353
2023-07-06,2727.000000,2765.000000,2705.000000,2723.449951,2723.449951,659
