Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,328.600006,338.399994,315.500000,320.799988,320.799988,17155
2023-06-06,329.000000,329.000000,315.000000,318.299988,318.299988,11693
2023-06-07,320.000000,320.000000,315.000000,317.600006,317.600006,13452
2023-06-08,317.600006,318.100006,309.000000,311.850006,311.850006,17390
2023-06-09,310.000000,319.799988,310.000000,316.350006,316.350006,10297
2023-06-12,316.350006,318.000000,310.000000,310.250000,310.250000,14415
2023-06-13,315.000000,315.000000,301.000000,302.049988,302.049988,16979
2023-06-14,302.049988,307.649994,300.000000,302.700012,302.700012,12486
2023-06-15,301.950012,309.000000,298.200012,302.299988,302.299988,12044
2023-06-16,308.750000,310.000000,300.000000,304.399994,304.399994,8982
2023-06-19,304.500000,314.049988,301.100006,302.399994,302.399994,10887
2023-06-20,302.399994,310.950012,301.000000,301.750000,301.750000,12925
2023-06-21,307.799988,307.799988,290.549988,297.950012,297.950012,15456
2023-06-22,297.899994,297.950012,287.000000,292.549988,292.549988,18932
2023-06-23,294.950012,294.950012,281.950012,287.049988,287.049988,50442
2023-06-26,293.950012,293.950012,277.049988,281.899994,281.899994,12901
2023-06-27,275.649994,285.000000,275.649994,283.799988,283.799988,9381
2023-06-28,null,null,null,null,null,null
2023-06-30,284.000000,285.950012,275.000000,277.950012,277.950012,13464
2023-07-03,279.399994,283.899994,275.000000,275.399994,275.399994,9689
2023-07-04,279.000000,289.149994,273.000000,289.149994,289.149994,28901
2023-07-05,303.600006,303.600006,295.000000,303.600006,303.600006,42998
2023-07-06,318.750000,318.750000,305.100006,318.750000,318.750000,66203
