Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,83.500000,86.000000,83.349998,85.599998,85.599998,27799817
2023-06-06,84.050003,84.500000,82.199997,83.849998,83.849998,33451773
2023-06-07,84.000000,84.949997,83.849998,84.199997,84.199997,14636223
2023-06-08,84.199997,85.900002,84.099998,84.300003,84.300003,17859626
2023-06-09,84.400002,86.599998,83.050003,85.800003,85.800003,27565304
2023-06-12,86.199997,86.900002,85.199997,85.800003,85.800003,13270970
2023-06-13,86.300003,86.750000,84.800003,85.099998,85.099998,15766317
2023-06-14,85.099998,85.300003,83.349998,83.849998,83.849998,12406707
2023-06-15,84.150002,85.599998,83.750000,84.550003,84.550003,13288056
2023-06-16,86.000000,87.349998,85.199997,86.750000,86.750000,34525441
2023-06-19,87.900002,90.150002,87.099998,87.349998,87.349998,48262241
2023-06-20,86.650002,88.400002,85.949997,87.949997,87.949997,20356316
2023-06-21,88.400002,88.400002,86.449997,86.900002,86.900002,12787420
2023-06-22,86.900002,87.199997,85.099998,85.750000,85.750000,14017753
2023-06-23,85.500000,85.500000,83.349998,84.650002,84.650002,17269470
2023-06-26,85.099998,85.099998,83.300003,83.800003,83.800003,12716576
2023-06-27,84.150002,85.349998,84.099998,84.349998,84.349998,8859692
2023-06-28,84.349998,84.349998,84.349998,84.349998,84.349998,0
2023-06-30,85.500000,88.449997,85.099998,87.650002,87.650002,25365133
2023-07-03,87.650002,89.150002,87.099998,88.300003,88.300003,19684273
2023-07-04,88.500000,88.750000,86.650002,86.900002,86.900002,16087313
2023-07-05,87.599998,93.400002,87.099998,92.949997,92.949997,83791105
2023-07-06,93.449997,95.300003,92.699997,93.099998,93.099998,56439123
