"DEMA30","DEMA9","DEMA5","EMA8","EMA3"
"8056.92","8373.21","8445.41","8161.20","8362.25"
"7989.37","8286.64","8381.30","8086.01","8300.10"
"7918.13","8173.99","8275.81","7997.32","8203.78"
