"DEMA30","DEMA9","DEMA5","EMA8","EMA3"
"2484.97","2358.68","2332.48","2385.19","2345.96"
"2498.10","2384.00","2358.17","2402.83","2368.48"
"1511.46","2416.81","2401.35","2423.81","2407.55"
