"DEMA30","DEMA9","DEMA5","EMA8","EMA3"
"4798.57","4770.21","4771.73","4711.38","4753.45"
"4782.64","4760.82","4770.27","4698.78","4753.46"
"4759.08","4726.88","4725.43","4671.78","4713.61"
