"DEMA30","DEMA9","DEMA5","EMA8","EMA3"
"1560.77","1548.48","1527.30","1520.43","1519.31"
"1563.18","1577.50","1580.15","1533.56","1564.12"
"1553.94","1574.45","1588.74","1526.46","1569.84"
