"DEMA30","DEMA9","DEMA5","EMA8","EMA3"
"968.85","1030.54","1045.10","984.19","1027.47"
"955.02","1016.26","1039.51","970.41","1022.48"
"935.35","979.65","994.52","943.92","981.87"
