"DEMA30","DEMA9","DEMA5","EMA8","EMA3"
"1847.39","1740.76","1731.66","1787.64","1749.89"
"1862.27","1755.32","1740.80","1801.65","1761.18"
"1875.09","1764.00","1734.77","1812.23","1757.70"
