"DEMA30","DEMA9","DEMA5","EMA8","EMA3"
"4997.68","5147.54","5222.27","5025.48","5170.76"
"4948.15","5052.14","5115.56","4956.21","5073.61"
"4909.76","4977.07","5034.54","4901.73","5000.33"
