"DEMA30","DEMA9","DEMA5","EMA8","EMA3"
"1185.81","1120.70","1091.06","1153.17","1107.62"
"1200.10","1149.23","1119.36","1173.38","1132.78"
"1212.33","1176.79","1148.10","1192.02","1157.41"
