"DEMA30","DEMA9","DEMA5","EMA8","EMA3"
"1335.65","1400.92","1421.28","1371.40","1407.47"
"1323.85","1379.56","1400.54","1355.64","1388.39"
"1314.50","1362.31","1386.73","1342.91","1376.57"
