Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,113.349998,118.650002,113.349998,115.650002,115.650002,35214281
2023-06-06,116.250000,118.500000,115.900002,118.050003,118.050003,18999553
2023-06-07,118.750000,119.000000,117.500000,118.050003,118.050003,11262532
2023-06-08,118.500000,118.699997,116.400002,117.550003,117.550003,11188999
2023-06-09,118.000000,121.449997,116.699997,120.349998,120.349998,19873573
2023-06-12,120.949997,123.900002,118.750000,119.099998,119.099998,24331332
2023-06-13,119.900002,122.449997,118.900002,122.099998,122.099998,16552079
2023-06-14,122.349998,123.150002,121.099998,121.400002,121.400002,8660080
2023-06-15,121.400002,122.750000,120.050003,121.949997,121.949997,13948239
2023-06-16,122.300003,127.250000,121.650002,125.199997,125.199997,32649860
2023-06-19,126.349998,126.349998,124.449997,124.849998,124.849998,10053869
2023-06-20,125.000000,126.750000,123.900002,125.150002,125.150002,15471361
2023-06-21,126.150002,126.300003,121.750000,122.800003,122.800003,14141162
2023-06-22,123.550003,127.349998,122.800003,123.449997,123.449997,25032998
2023-06-23,123.750000,123.900002,119.500000,120.050003,120.050003,12413343
2023-06-26,121.000000,122.550003,120.000000,121.400002,121.400002,17369553
2023-06-27,122.099998,122.599998,117.900002,118.400002,118.400002,19093714
2023-06-28,118.400002,118.400002,118.400002,118.400002,118.400002,0
2023-06-30,121.400002,126.699997,120.750000,125.750000,125.750000,27973500
2023-07-03,126.000000,126.000000,122.699997,123.750000,123.750000,15492508
2023-07-04,124.000000,124.199997,121.550003,122.050003,122.050003,7595425
2023-07-05,122.550003,123.750000,121.050003,121.750000,121.750000,15615891
2023-07-06,122.300003,125.099998,121.900002,124.800003,124.800003,16906327
