Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,73.099998,74.150002,73.050003,73.900002,73.900002,72668
2023-06-06,74.500000,75.099998,74.050003,74.699997,74.699997,70911
2023-06-07,74.800003,76.400002,74.300003,75.699997,75.699997,190171
2023-06-08,76.250000,76.900002,74.099998,74.599998,74.599998,158518
2023-06-09,75.199997,75.250000,73.300003,73.650002,73.650002,64324
2023-06-12,74.349998,77.000000,74.050003,76.300003,76.300003,172737
2023-06-13,77.199997,77.900002,76.599998,77.199997,77.199997,159088
2023-06-14,77.750000,81.800003,76.800003,79.849998,79.849998,389717
2023-06-15,79.800003,83.050003,79.500000,81.099998,81.099998,719275
2023-06-16,82.349998,83.150002,81.599998,81.849998,81.849998,232781
2023-06-19,82.650002,82.900002,81.000000,81.900002,81.900002,161512
2023-06-20,81.900002,85.400002,81.650002,83.699997,83.699997,551721
2023-06-21,84.400002,84.449997,82.050003,82.400002,82.400002,180721
2023-06-22,82.949997,83.099998,80.650002,81.300003,81.300003,102576
2023-06-23,81.349998,81.849998,79.699997,80.099998,80.099998,71636
2023-06-26,81.000000,84.000000,79.300003,81.349998,81.349998,215510
2023-06-27,81.500000,82.800003,80.199997,80.599998,80.599998,73652
2023-06-28,80.599998,80.599998,80.599998,80.599998,80.599998,0
2023-06-30,81.000000,82.050003,79.949997,80.250000,80.250000,107214
2023-07-03,80.400002,82.400002,79.949997,80.150002,80.150002,124182
2023-07-04,80.199997,80.900002,78.050003,78.699997,78.699997,142203
2023-07-05,79.099998,79.800003,75.599998,76.150002,76.150002,406556
2023-07-06,76.150002,77.650002,75.449997,77.050003,77.050003,152559
