Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,106.666664,110.000000,106.500000,109.666664,99.995277,2810496
2023-06-06,110.000000,111.266663,109.633331,110.099998,100.390396,2292573
2023-06-07,110.833336,111.233330,103.933334,107.066666,97.624573,4106829
2023-06-08,107.666664,108.166664,104.666664,105.833336,96.500008,2213757
2023-06-09,96.500000,96.633331,90.733330,91.233330,91.233330,3665829
2023-06-12,90.033333,90.466667,85.733330,86.233330,86.233330,2623264
2023-06-13,86.233330,90.566666,86.000000,88.800003,88.800003,2195727
2023-06-14,89.133331,89.833336,86.866669,87.633331,87.633331,875880
2023-06-15,87.633331,87.633331,86.099998,86.266663,86.266663,740100
2023-06-16,86.800003,88.300003,86.466667,87.500000,87.500000,572599
2023-06-19,87.733330,88.666664,86.333336,86.800003,86.800003,577696
2023-06-20,87.166664,87.933334,85.733330,86.099998,86.099998,448426
2023-06-21,86.099998,87.466667,85.800003,85.966667,85.966667,427225
2023-06-22,86.400002,86.400002,84.366669,84.866669,84.866669,377928
2023-06-23,85.733330,88.099998,85.733330,86.300003,86.300003,1050192
2023-06-26,86.699997,88.300003,86.466667,87.300003,87.300003,692455
2023-06-27,88.033333,89.133331,87.800003,88.699997,88.699997,532174
2023-06-28,88.699997,88.699997,88.699997,88.699997,88.699997,0
2023-06-30,90.000000,91.033333,87.033333,87.666664,87.666664,825429
2023-07-03,88.300003,89.666664,83.500000,86.699997,86.699997,1081713
2023-07-04,86.966667,88.466667,85.533333,85.866669,85.866669,797721
2023-07-05,89.000000,94.449997,89.000000,92.449997,92.449997,2449261
2023-07-06,92.599998,93.050003,90.900002,91.150002,91.150002,632947
